File Name,Skills,Certifications,Tools,Additional Expertise
Resume_782," - HIPPA, FDCPA, and Medical Terminology - Call Center Service Operations - Multi-phone/Multi Monitor Use - Complaint Handling/Dispute Resolution - Records Management - 10-Key - Account Management - Active Learning - Calendaring - Client Relations - Computer Proficiency - Coordination - Creative Problem Solving - Critical Thinking - Customer Needs Assessment - Customer Service - Sales - Insurance - Collections - Data Collection - Data Entry - Documentation - Email - Executive Management Support - Filing - Grammar - Internet Research - Report Transcription - Research - Scheduling - Service Orientation - Speaking - Spreadsheets - Telephone Skills - Time Management - Typing - Vendor Management - Writing - Letters and Memos - Lotus Notes - Minute Taking - Multi-Task Management - Organizational Skills - Prioritization - Proofreading - Reading Comprehension", - None mentioned, - Microsoft Office Suite - Microsoft Excel - Microsoft Word - Microsoft Outlook - Microsoft PowerPoint - Windows - PeopleSoft - Visual/Content Manager - Mainframe - Clarify - AS400 - Epic - SAP," - Trained in HIPPA, FDCPA, and Medical Terminology - Proficient in call center service operations, multi-phone/multi-monitor use, complaint handling/dispute resolution, records management, and other customer service-related skills - Experienced in account management, data collection, data entry, documentation, and other administrative tasks - Skilled in critical thinking, creative problem-solving, and customer needs assessment - Knowledgeable in insurance, collections, and other financial services"
Resume_445," - Microsoft Office Suite (Outlook, Money, Excel, Wordperfect 12) - Peachtree Accounting - Spreadsheet development - Schedule management - Telephone skills - Scheduling - Travel booking - Minute taking - Customer service - Critical thinking - Creative problem solving - Cellular expert - Troubleshooting smartphones - Troubleshooting network connections - Troubleshooting internet and Wi-Fi connections",None mentioned, - Quatro Pro - Timeslips 2007 - Dictation - ITI Banking Software," - Illustration - Photography - Basic graphic design - Accounts receivable and payable - Payroll preparation - Billing - Taxes - Personal banking - Call center operations - Executive administrative assistance - Problem solving and critical thinking in billing, service, sales, wireless network troubleshooting, and wireless device troubleshooting"
Resume_1712, - audio - automation - C - C++ - CD-ROMs - Ceridian - cisco - Hardware - cost reduction - clients - drivers - executive management - Functional - inspection - Intel - Java - Linux - MAC - Managing - marketing and sales - C# - Windows - Windows XP - multimedia - Objective C - OS - policies - printers - processes - product development - quality - quality assurance - quest - sales - scanners - Scheduling - scrum - scripts - software development - software testing - sound cards - sun - test tools - USB - validation - video - Vista,None explicitly mentioned., - Visual Studio - Eclipse - Jira - Rally - Clear Quest - Quality Center - ProtexIP - Sub-version - GIT - RTC - Bugzilla - Jenkins - Gerrit - Scrum," - Product, system and software testing across multiple OS platforms (Windows, Windows Store, Android, iOS, Arduino & Linux) over full product life cycle, including Agile, V-model and Waterfall development methods - Managing multiple on-going projects with geographically dispersed teams, establishing and using sub-contract resources with on and off-shore models - Developing clear test strategies, proven ability to translate functional, non-functional and use case requirements into test plan, scripts and automation with full traceability to requirements - Leading continuous improvement of development, testing and organization processes - Scrum master for multiple concurrent scrum teams, facilitating and organizing all scrum ceremonies - Experience in testing software as a service (SaaS) applications - Design performance and stress testing of peer-to-peer / device-to-device network application and cloud XMPP server"
Resume_432, - Anatomy - Aseptic techniques - Bachelors - Biology - Calculators - Calibration - Content - Credit - Database - Department of Health - DNA - Educator - English - Equipment maintenance - Forms - Good Laboratory Practices - Instruction - Interpretation - Laboratory procedures - Laboratory tests - Lesson plans - Director - Materials - Money - Pathology - PCR - Physiology I - Progress - QA - Real-Time - Reporting - Research - Selling - Statistics - Teaching - Technician - Troubleshoot - Workshops - Composition I - Composition, - Level 1 Google Certified Educator (October 2016) - New Jersey CEAS Biology, - TI Nspire CX graphing calculators - Google applications - Molecular Diagnostic Laboratory equipment and procedures - Real-Time and conventional PCR - Electrophoresis testing platform," - Sheltered Instruction techniques for English Language Learners - Co-teaching with special education teachers - Implementing modifications in student IEP and 504 plans - Incorporating STEM, problem-based learning, Common Core, and NGSS into lessons - Differentiated instruction and multiple intelligences - Formative and summative assessments - Collaborating with teachers across science disciplines and grade levels - Participating in paleontological field research - Implementing NGSS into fields of evolution, classification, and taxonomy"
Resume_482, - Scheduling - Strong verbal skills - Excellent written skills - ICD-9 and CPT coding," - Accomplishments Certificate through Vanderbilt Training and Development - Organizational Skills Certificate received on June 22, 2000 - Attendance in Tenn-care in-service in May 2003, January 2004, March 2004, July 2005, August 2005 for BCBS pre-certs - Working knowledge in Excel and with CPT coding - Completion of Administrative Assistants Conference in September 2008"," - Star Panel - Epic Hyperspace - Other systems for verifying patient eligibility, coverage, and obtaining pre-certifications and authorizations"," - Health Care Administration (still in progress, will graduate in June 2016) - Proficient in statistical mathematics, western civilizations, psychology, and sociology - Algebra I & II, trigonometry, geometry, and French I & II"
Resume_786," - Microsoft Office (Word, PowerPoint, Excel) - CRM Software (Sugar and Sales Logix) - Relationship building - Selling - Negotiating - Multitasking - Customer service - Presentation skills - Training - Administrative functions - Clerical work - Inventory management - Nursing - Patient care - Observation and reporting - Staffing and recruitment", - L.P.N. (Licensed Practical Nurse)," - Microsoft Office suite (Word, PowerPoint, Excel) - CRM software (Sugar and Sales Logix) - Typewriter"," - Balancing customer needs with company demands - Exceeding sales goals - Monitoring customer preferences - Winning sales awards - Planning and conducting sales events - Building and designing nursing divisions - Verifying credentials and background checks - Making cold calls and appointments to build client base - Increasing client base and revenue - Resolving problems in a timely manner - Conducting new employee orientation - Dealing with staffing issues (understaffing, disputes, firing) - Providing information about policies, job duties, and benefits - Developing, administering, and evaluating applicant tests - Supervising others and providing on-the-job training - Counting money, calculating payments, and reconciling sales - Assisting customers and resolving complaints - Compiling and recording medical charts, reports, and correspondence"
Resume_2183," - Developing and sustaining strong client relationships - Demonstrated ability to deliver solutions to clients, based on excellent analytical skills - Compatibility for both, independent and teamwork - Project management - Product development - Risk management assessor - Market making & proprietary trading in spot (USD/INR) & G7 currencies - Managing INR risk and liquidity funding book - Monitoring of the Net Open Position (NOP) and Aggregate Gap Limit (AGL) limits - Developing pricing mechanism and managing process flow for electronic trading platform - Franchise building by interacting with Sales and Clients - Providing inputs to daily market commentary and research publications - Managing high frequency trading desk for top tier clients based on technical and fundamental analysis - Pricing and execution for currency option structures including vanilla options, single & multiple barrier options, and exotic structured options", - Pursuing Certified Public Accountant (CPA) program, - Bloomberg - Reuters newswire applications - MS Office," - Proficient in Foreign Exchange, Interest Rates, and Commodities products - Experienced in reviewing client accounts and results to determine strategies for meeting financial and risk management objectives - Skilled in communicating with management regarding portfolio performance and new loan transactions - Expertise in interpreting data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs - Involvement in product structuring and launching new products to increase client engagement - Experienced in investigating red flags for financial crimes and assisting senior-level credit officers - Expertise in managing execution and risk lay-off from the trading book"
Resume_2243, - Microsoft Excel (intermediate) - Microsoft PowerPoint (intermediate) - Capital IQ (intermediate) - FactSet (intermediate) - SNL (intermediate) - Bloomberg (beginner/intermediate) - SPSS (intermediate) - Accounting - Biotechnology - Budgeting - Commodities - Equities - Equity - Financials - Financial statements - Fixed income - Innovation - Investments - Leadership - Mandarin Chinese - Marketing - Math - Presentations - Research - Sales - SAT - Securities - Spanish - Strategy - Strategic Management - Strategic Planning - Valuation," - Bloomberg Analytics Boot Camp (500+ applied; 24 selected), New York, NY, Participant", - Bloomberg Terminal - Capital IQ - FactSet - SNL - SPSS, - Socially responsible investing - Microfinance - B corps - Charities - Corporate ethics - Strategic leadership
Resume_1313, - Microsoft Office - Microsoft Works - Microsoft Customer Relationship Management System - Microsoft Publisher - Adobe Photoshop - Adobe Illustrator - Pro Tools - Wordpress - Sitecore Content Management System - Hootsuite, - Hootsuite, - Microsoft Office - Microsoft Works - Microsoft Customer Relationship Management System - Microsoft Publisher - Adobe Photoshop - Adobe Illustrator - Pro Tools - Wordpress - Sitecore Content Management System - Hootsuite, - Digital marketing - Social media marketing - Web content management - Advertising and public relations - Journalism and blogging - Data analysis and administrative work - Sales and marketing - Volunteer work with special needs children
Resume_1941, - AutoCAD - Billings - Budgets - Budget - Interpersonal/Communication - Construction Manager - Content - Contract management - Contract administration - Contracts - Decision making - Delivery - Documentation - Engineer - Senior management - Features - Insurance - Logic - Managing - Materials - Meetings - Microsoft Office - Office - Microsoft Project - Micro station - Network analysis - Primavera - Problem solving - Material procurement - Progress - Project planning - Proposal - Purchasing - Quality assurance (QA) - Quality control - Report Writing - Revit - Safety - Scheduling - Strategic - Surveys - Swift 9 - Technician - Variance analysis, - Construction Manager In Training (CMIT) - OSHA 10-Hour - OSHA 30-Hour, - Primavera P6 - Digitizer - Microsoft Project - Plan Swift 9 - AutoCAD - Revit (BIM) - Micro station V8i - Microsoft Office, - QA/QC/Field Engineering - Site safety/OSHA compliance - Report Writing - Interpersonal/Communication
Resume_1281," - Cross-media demand generation - Digital, Social and new media - Strategy and competitive planning - Analytics - Event and workshop strategy - Value proposition creation - Product marketing - Content marketing strategies - Channel marketing and expansion - Industry marketing - Agile Development and Marketing", - LSS Green Belt certification, - Marketo - Marketing automation, - Extensive B2B marketing and technical experience - Leading global cross-functional teams - Championing digital and content marketing strategies - Driving change and delivering business results
Resume_2005," - Proficient in Microsoft Windows, Word, Excel - General knowledge of GAAP - 14 years of experience in civil construction materials testing and inspection - Constant communication with contractors, craft, and co-workers - Natural leadership and team-oriented - Effective verbal and written communication - Productive in fast-paced, time-sensitive environments - High levels of integrity and professionalism", - ICC Special Inspector - Reinforced Concrete - American Concrete Institute (ACI) Field Testing Technician Level 1 - Nuclear Densometer Safety Handler," - Computer programs for data input and presentation - Concrete, soils, and asphalt field testing equipment (e.g., sand-cones, Kelly ball drop, flow test, cast cylinders) - Grout testing equipment (e.g., grout flow, cast cubes and prisms) - Masonry testing experience"," - Estimating potential job costs for proposals - Compliance with testing frequencies to meet construction plans and specifications - Manpower management for field and lab testing operations - Review of technicians' reports to ensure accuracy - Cross-referencing job site specifications, plans, ASTMs, and industry standards - Qualified in civil soils II, civil concrete II, receipt inspection II, and coatings II - Verification of field operations for compliance with specifications, plans, procedures, ASTMs, 10 CFR Part 50 Appendix B, and ASME NQA-1 - Inspection of batch plant, concrete, grout, and backfill operations - Receipt inspection of concrete constituents as batch plant inspector"
Resume_1273," - Digital insights and analytics (Adobe Experience Cloud, Google Analytics, Looker) - Data visualization (Tableau and Chartio) - Conversion rate optimization; A/B testing (Qubit and Adobe Target) - Email marketing & marketing automation (Responsys and SFMC; Movable Ink and Liveclicker) - CRM and loyalty (Relate and Custora) - Tag manager (GTM and DTM) - Competitive and Trend Analytics (EDITED) - Financial and inventory planning (SAS and JDA) - Strategic thinking and business strategy development - Project management - Statistical concepts and methods - SQL, HTML, JavaScript, jQuery",None mentioned," - Adobe Experience Cloud - Google Analytics - Looker - Tableau - Chartio - Qubit - Adobe Target - Responsys - Salesforce Marketing Cloud (SFMC) - Movable Ink - Liveclicker - Relate - Custora - Google Tag Manager (GTM) - Adobe Dynamic Tag Management (DTM) - EDITED - SAS - JDA - Salesforce (Demandware, ExactTarget)"," - Strong strategic thinking and ability to formulate business strategy - Ability to move effortlessly from analytics to strategy development - Solid project management skills with a focus on timely and quality deliverables - Strong familiarity with statistical concepts and methods - Expertise in financial planning, inventory management, and assortment planning - Experience in competitive analysis and trend identification"
Resume_1666," - Signals analysis - Geo-Spatial analysis - Electronic Warfare analysis - Networks and Threat analysis - DNR (limited knowledge) - Computer network applications (World Wide Web, printers, email, instant messaging) - Local Area Networks and Wide Area Networks - Google Earth - Microsoft Office Suite - SIGINT Geospatial Analyst/Signal Analysis/SIGDEV collection, identification and analysis processing tools, applications, and databases - Analytic research and development techniques - Management of analysis databases and products - Oral and written communication - Problem-solving - Governmental Health Care programs and regulations (e.g., Medicare Advantage) - Accounts payable - Accounts receivable - Banking - Bloomberg - CISCO - CITRIX - Coaching - CPR - Customer service - Databases - Financial - First Aid - General management - HOGAN - Instruction - Insurance - Leadership - TEAM building - Marketing strategies - Mentoring - Microsoft Office - Networking - Payroll - Policies - Problem-solving - Radio - Reporting - Research - Retail - Sales - Securities - Strategic", - Bloomberg Certified (2014) - YMCA Certification - Red Cross/Ellis Lifeguard Certification - Water Aerobics Certification - CPR/First Aid/AED Certification - USA Certified Swim Coach - Swim Instructor Certification - Network Plus Certification (Expected 2016) - Security Plus Certification (2016), - RT-RG suite - Belleview - Metrics - Anchory - Globalreach - SEDB - SIGNAV - NSAnet - Target Profiler - ArcMap - ArcGIS - Analyst Notebook - Dishfire - JWICS - Archtics - Ticketmaster - MarX - Continuum - FACETS - MEDCO - Med Informatics - CareAdvance - Verint - CISCO - CITRIX - MACESS - HOGAN - Trio - Elan - Mortgage Referral Tool - PayPoint - Check Vision - Account Analysis (AAS) - CoStar - Archtics - Ticketmaster - Michigan Lottery Sales," - Increased North Oakland Waves Swim Team membership by 47% - Led swim instructors and lifeguards in monthly CPR/AED/First Aid training - Knowledgeable in all aspects of running a small business (payroll, accounts receivable, accounts payable, general leadership) - Increased sales over 10% from 2013 to 2015 - Understanding of general hospital/health care practices and regulations (OSHA) - Experienced in medical field sales pitches and marketing strategies - Mathematical abilities to perform calculations (discounts, interest, proportions, mortgage terms, percentages, commissions) - Skilled in assessing fraudulent issues and conducting investigations - Analyzed inspections or investigations to identify problem areas within retail financial programs - Gained working knowledge of reporting to Captains and above as a SIGINT Analyst - Developed and improved IIR's and PIR's for analysis and collection capabilities as a SIGINT Analyst"
Resume_528,"care planning, Case Management, Home Health, Hospice, Infection control, injections, Nurse Manager, Oncology, scheduling, staff development, Trauma, triage, tutoring, Urology","OCN (Oncology Certified Nurse), Med/Surg Nursing certification","Laminar Flow Hood, PICC line insertion and management, computer scheduling and payroll duties","Instructing RNs on mixing and administering chemotherapy drugs safely, managing a PICC line program, overseeing a fast-paced surgical/observation unit with various patient types including isolation cases, monitoring staff learning needs and providing in-services, attending interdisciplinary meetings and Medicare meetings, investigating falls and skin injuries, and participating in a clinical trial."
Resume_1778," A+, Active Directory, Antivirus, Apple, Bash, Basic, BGP, CAD, call center, CCNA, CD-ROM, CLI, Cisco iOS, Cisco, com, Hardware, computer hardware, Council, Critical Thinking, Encryption, Client, Dell, DHCP, documentation, DNS, Edge, email, Firewall, Forms, Help Desk Support, HP, IBM, Insurance, Internet Explorer, LAN, laptops, Linux and OS, Linux, access, Excel, mail, Microsoft Office, MS Office, Outlook, PowerPoint, Windows 7, Microsoft Windows, Windows, Word, Modems, MSI, Networking I, Network, Networking, Networks, Operating Systems, OS, OSPF, policies, Printer, Printers, Protocols, Python, Routers, Routing, scripting, Software Installation, SolidWorks, SSL, Switches, system administration, tables, TCP/IP, TV, troubleshooting I, Troubleshooting, Video, Video Conferencing, VPN, VOIP, WAN"," CompTIA A+ (801/802), CompTIA Network+ (N005, N006), CompTIA Security+ (SY0-301, SY0-401), CompTIA Linux+/LPIC-1, MCSA 410, 411, 412, CCNA, EC-Council Certified Ethical Hacker (v8.0)"," Windows, OS X, Linux (Ubuntu 14.04 LTS), ChromeOS, MS Office 2010-2016, Google Apps, OpenVPN, Wireshark, Sublime Text, MSRA, Microsoft RDP, OpenSSH, Puppet, SCCM 2012 iOS-MDM, TCP/IP, DNS, DHCP, LAN/WAN, VPN/Remote Connectivity, Cisco iOS, Microsoft Virtual PC/Hyper-V, TeamViewer, Terminal Services, Netgear, Linksys, Firewall, OSPF, BGP, VLAN, STP, IPSEC, SSL-VPN, NAT, GRE, Radius, TACACS"," Critical Thinking with Root Cause Analysis, Encryption, File Structures, Network Protocols, AAA Security Model, Accounts and Group policy, Browser Support, Bash scripting, Python"
Resume_1620," - Service prioritization - Guest service - Table Bussing - Effective customer upselling - Computer skills - Friendly, positive attitude - Work ethic - Reliable and trustworthy - Team management - Communication - People skills - Customer service - Basic math - High-volume dining - Relationship management - Child psychology knowledge - Analytical", - First aid and CPR certified, - Register system - Loyalty programs - Payment processing," - Merchandising - Housekeeping - Multitasking - Organizational skills - Interpersonal skills - Friendly and conversational - Accommodating diverse needs - Prioritizing guest needs - Helping across departments - Promoting merchandise - Maintaining clean and orderly work areas - Making personalized recommendations - Reconciling cash drawers - Restocking items - Preparing nutritious meals - Cleaning laundry - Tidying bedrooms - Dusting and sanitizing play areas - Engaging children to promote emotional, social, and intellectual growth - Scheduling and coordinating projects - Reinforcing appropriate discipline - Promoting healthy personal hygiene and oral health - Handling emergency situations"
Resume_1927," - Microsoft Applications (Word, Excel, PowerPoint) - Solid communication skills (oral and written) - Knowledge of chemical labeling and mixing - Quality control - Manufacturing work - Operating sit-down forklift - Wiring 508 A UL soft starters and hard starters - CCTV - Customer service for installing DirectTV - Selling products to the public - Leadership - Multitasking - Reading electronic circuit schematics - Soldering - Using power tools (saw, hammer, drill, etc.) - Installing and repairing electric wire - Building soft starters and hard starters - Drilling and tapping - Assembling enclosures - Answering phones and providing customer service - Maintaining HVAC systems and elevators - Patrolling and securing buildings - Installing wire outlets, cutting wire, grounding wire, checking wire output - Using birddogs to find signals - Providing excellent customer service and satisfaction - Fielding phone calls and emails - Managing inventory - Maintaining building equipment - Supervising employees - Tracking incoming and outgoing packages - Assembling appliances and furniture - Scheduling appointments - Answering inquiries about benefits and services - Providing different services and packages to clients - Responding to and directing complex incoming calls - Maintaining a daily log of appointments - Maintaining a clean, working, and livable environment - Resolving customer service inquiries regarding billing, payments, benefits, and authorization"," - Driver Safety Test Certificate - Certified to work with Autistic Individuals - Security Certification - Levels 1, 2, 3 - Forklift and Pallet Jack Certificate - Ebiz, Management, Professional - Team lead training - HVAC - Emergency life crisis building evacuation skills - Chemicals understanding and reaction"," - Microsoft Office (Word, Excel, PowerPoint) - CCTV - Power tools (saw, hammer, drill, etc.) - Voltage reading equipment - Forklift - Pallet jack - Drills - Saws - Birddogs", - Immaculate customer service - Ability to remain focused and productive while managing repetitive tasks - Understanding of mechanics and tools - Positive and eager to learn attitude - Team player who contributes to the success of others
Resume_1907," - Analytical reasoning - Financial statement analysis - Strength in regulatory reporting - Compliance testing knowledge - Understanding of foreign tax reporting - Budget forecasting expertise - Account reconciliation expert - PeopleSoft knowledge - Great Plains familiarity - Complex problem solving - Excellent managerial techniques - Strong organizational skills - SEC and call reporting proficiency - General ledger accounting - Expert in customer relations - Superior research skills - Flexible team player - Advanced computer proficiency (PC and Mac) - Effective time management - Proficient in Microsoft Office Suite, Access, QuickBooks, Turbo Tax, Vision Accounting Software, Peach Tree, Dac-Easy, Sage, PeopleSoft and advanced Microsoft Excel"," - Masters of Business Administration: Accounting - Masters of Science: Accounting & Financial Management - Certificate in Essentials of Bookkeeping and Computerized Accounting - NYS driving license of ""E"" type", - QuickBooks - Vision Accounting Software - Peach Tree - Dac-Easy - Sage - PeopleSoft - Microsoft Office Suite - Microsoft Access," - Federal compliance, review, and preparation of corporation, insurance, partnership and private foundation tax returns - Coordination with fixed asset accountant for tax depreciation calculations - Analysis of accrual accounts for deductibility - Assistance in completion of tax footnotes for annual statements - Identification of reportable transaction disclosures and preparation of tax filings - Participation in implementation of new provision, fixed assets, and ERP systems - Accounts receivable/payable, payroll, corporate expenses analysis, and taxes - Proficiency in bookkeeping, reporting, journal entries, and account reconciliation - Demonstrated professionalism in communication with department managers, clients, and suppliers - Supervision of role mapping, workflows, and delegation of tasks - Oversaw work of coworkers, enhancing leadership, teamwork and team coordination abilities - Formally recognized for excellence in financial analysis, budgeting and forecasting"
Resume_134, - 3D - Photoshop - Animation - Game design - Lighting - Maya - Modeling - Painter - People skills - Quality - Reality - Rendering - Sales - Sound - Sound Design,None mentioned, - Unity 5 - Unreal Engine 4 - Steam - Vive-port," - Texture - Lighting - Sound special for Unity 5 and Unreal Engine 4 - Sales and marketing of VR titles - Expertise in testing games - Worked with teams in game functionality using multi-language applications - Advanced Modeling, Advanced Animation, Level and World Building - Passion for weed and its consumers - Ability to distinguish Cannabis strains (Sativa, Indica, Hybrid)"
Resume_1338,"exceptional communication skills, ability to maintain effective and efficient communication within a team environment, skillful initiation in organizing and coordinating team meetings, exceptional talent for accuracy analyzing, projecting conflict and resolving issues, continually providing input or solutions in problem solving on operational issues or procedures, strong leadership with proven development abilities, capable of clearly presenting ideas, plans and strategies to all levels of management, solid background in setting priorities and deadlines, adjusting the flow and sequencing of the work to meet team needs, criminal justice, public safety, sales, scheduling",None mentioned,"self-service website, UnitedHealth Group websites, multiple databases","day-to-day direct supervision of youths in a 24-hour detention facility, directing individual and group counseling, making critically sound judgments and decisions during crisis and dangerous situations, utilizing graduated sanctions and discipline techniques, applying de-escalation skills and handle with care techniques, conducting inspections, rounds and drills, supporting the design, engineering and implementation of complex integrated product/network solutions, supervising and monitoring team workflow, participating in hiring, termination, performance and salary reviews, contributing in weekly conference calls to discuss team goals and present new information"
Resume_611, - Articulate - Benefits - Business plan - Closing - Cold calling - Competitive - Consultant - Corporate training - Client - Clients - Customer satisfaction - Delivery - Direct mail - Document Management - Facsimile - Features - Focus - Image - Inventory - Leadership - Managing - Marketing - Market - Meetings - Access - Needs analysis - Networking - New business development - Photocopiers - Presentations - Pricing - Profit - Speaker - Quality Assurance - Sales - Sales Training - Seminars - Statistics - Team Player - Telemarketing," - Image Management Certification, Levels 1 (Ricoh University) - National Sales Training Phases I, II, and III (Forest Laboratories) - Leadership Workshop (BMW and Porsche of Arlington) - Understanding Leasing (BMW and Porsche of Arlington) - BMW of North America Quality Assurance Workshop (BMW and Porsche of Arlington)", - Photocopiers - Facsimile equipment - Sales control system - Prospecting system, - Political Science (Bachelor's degree) - Cross-over territory organization - Physician and consultant relationship building - Achieving sales quotas and awards - Delivering effective presentations - Maintaining strong product knowledge
Resume_1133," - Microsoft Office Suite - Adobe Premier Suite - SQL Database - SAS - Planning and development - Strategic decision making - Data Management - Excellent communication skills - Time management - Conflict resolution - Fluent in English and Urdu, Functional in Spanish", - None mentioned, - Microsoft Office Suite - Adobe Premier Suite - SQL Database - SAS - Electronic medical records - PowerPoint," - Allocated monthly budget of $1000 for Muslim Students Association's planned activities - Organized fundraising events with the supervision of the Event coordinator at Wing's Program - Elected to Vice President for Pakistani Students Association in 2016 - Elected to Fundraising Chair for Muslim Students Association in 2016 - Coursework in Health Planning, Health Administration and Health Finances, Health Data Analysis, Macroeconomic Principles, and Healthcare Systems - Coursework in Emergency Medical Technician, Statistics and Medical Terminology"
Resume_759," - Effective and strong communicator (written and oral) skills - Organizational ability and multi-tasking skills - Problem solver – Creativity and forethought in anticipating and solving complex project issues - Ability to respond in a flexible manner and reprioritize work as situations change - Ability to demonstrate sound judgment by taking appropriate actions regarding questionable findings or concerns - Ability to work independently and as part of an effective team environment - Ability to maintain the security of sensitive and confidential information - Knowledge in the principles and practices of epidemiology as it relates to communicable disease surveillance, investigative techniques, conduct of outbreak investigations, and data management - Knowledge of emergency preferred and Incident Command Systems (ICS) - Experience /Knowledge of HIV and STD - Experience with Electronic Medical Record (EMR), Management Information System (MIS) Sendss Case Management, VHN - Experience as a Disease Intervention Specialist (DIS) - Experience/knowledge to interpret test result for HIV rapid test in clinic and field setting"," - Six Sigma Lean Professional (SSLP), 2014 - HIPAA Certified Professional (HCP), 2013", - Electronic Medical Record (EMR) - Management Information System (MIS) Sendss Case Management - VHN (Virtual Health Network) - TRICARE database," - Responds to inquiries and provides detailed and technical information concerning related principles, practices, issues, measures, techniques and procedures - Provides case management to clients with various communicable diseases such as sexually transmitted diseases and HIV/AIDS - Provides direct diagnostic and therapeutic services for public health clients both in the clinic and field setting - Provides educational programs and outreach events to enhance public understanding of sexually transmitted diseases and HIV/AIDS - Assesses the level of risk to children and collaborates with law enforcement - Testifies in court regarding the level of risk to children - Ensures children are placed in permanent stable families - Supervises visits between children and parents and testifies regarding progress - Provides support to families through early intervention, referrals, and resources - Ensures victims of sexual assault receive appropriate and responsive care - Tracks services provided from initial report through final disposition - Advocates to ensure victim's views are considered in decision-making - Provides commanders with understanding of sexual assault through training - Conducts sexual assault case management and chairs monthly meetings - Provides tracking and reporting of sexual assault numbers and dispositions"
Resume_2163, - Cash handling - Enthusiastic people person - Advanced problem-solving - Great organizational skills - Microsoft Word - Microsoft Excel - SPSS - PowerPoint, - CPR - Western Union Certified, - Microsoft Word - Microsoft Excel - SPSS - PowerPoint, - None explicitly mentioned
Resume_1984, - Mechanical Engineering - General Contracting - Energy Efficiency - Energy Management - HVAC - New Builds - Renovations - Building Add-Ons - Construction Engineering Consulting - Project Management Consulting - Design-Build - Facility Maintenance and Operations - Sustainability Initiatives - Preventative Maintenance - Renovation and Renovation Management - Cost Estimating - Direct Communication, - General Contractor License - Certified Underground Utility License - Excavation Contractor - CUC Advanced MOT (Traffic Management for road work) - Certified OSHA Safety Representative - Confined Space Certification (Lift Station work), - Facility Management and Maintenance Systems - Work Order Tracking - Asset Management - Budgeting and Financial Management - Project Management Tools - Design and Engineering Software," - Attraction Design, Construction, Operation, and Maintenance - Performa Budgeting - A&E Design - Effective Communication with Diverse Stakeholders (Board Members, Business Owners, Executives, Officials, etc.) - Rotational Park Duty Management - Handling Guest Issues and Emergency Situations"
Resume_479, - Active Listening - Time Management - Service Orientation - Critical Thinking - Reading Comprehension - Systems Analysis - Instructing - Judgment and Decision Making, - None mentioned, - Computers (used for data processing tasks)," - Marketing and program execution - Developing forms and procedures to streamline administrative programs - Coaching and instructing students of various grade levels on sports and life skills - Assessing athletic performance and making adjustments to improve future performance - Maintaining optimum physical fitness levels through training, nutrition, and consulting with health professionals"
Resume_883, - Microsoft Office proficiency - Excel spreadsheets - Meticulous attention to detail - Results-oriented - Self-directed - Time management - Professional and mature - Resourceful - Strong problem solver - Advanced MS Office Suite knowledge - Strong interpersonal skills - Dedicated team player - Meeting planning - Schedule management - Account Management - Accounts Receivables - Administrative Support - Subordinate Counseling - Computer Proficiency - Customer Service - Financial Report Reconcile - Funds Management - Inventory - Logistics Director - Risk Management - Secretarial Duties - Communication Skills - Total Quality Management - Executive Management Support - Filing - Grammar - Internet Research - Letters and Memos - Lotus Notes - Microsoft Excel - Microsoft Outlook - Microsoft PowerPoint - Microsoft Word - Minute Taking - Multi-Task Management - Organizational Skills - Prioritization - Scheduling - Service Orientation - Speaking - Spreadsheets - Telephone Skills - Time Management - Vendor Management - Coordination - Documentation, - None explicitly mentioned, - Microsoft Office Suite - Lotus Notes - Microsoft Excel - Microsoft Outlook - Microsoft PowerPoint - Microsoft Word," - Fitness, Recreation, and Services Management - Leadership and Management - Managerial Communication - Total Quality Management - Management Theory - Management by Objective - Motivation - Counseling and Diversity"
Resume_1368, - Cashier - Cooking - Customer service - Delivery - Forklift Operator - Inventory - Market - Microsoft Excel - Microsoft Word - Organization skills - Problem solving - Shipping - Team player - Video editing - Well organized - Visual effects - Adobe Premiere,None mentioned, - Microsoft Excel - Microsoft Word - Adobe Premiere, - Balance - Natural - Oil - Calm under pressure - Complex problem solving - Accurate money handling - Verbal/written communication - Inventory control - Sound judgment - Computer-savvy
Resume_1229, - Ad Building - Ad Order Entry - Advertising - Advertising sales - Automotive advertising - Billing - Cold calling - Contract negotiation - Customer Service - Digital advertising - Needs analysis - Proposal Generation - Recruitment advertising - Telephone Skills,None mentioned, - monster.com - Ranger Data - career builder.com - Top Jobs, - Excellent communication skills - Detail oriented - Excellent organizational skills - Great follow through - Relationship building - Solution focused - New Business Development - Skilled at understanding customers' needs and building campaigns focused on those needs
